German,English
tipp,tip
müde,tired
reifen,tires
titel,title
zu,to
nach,to
bis,to
zur,to
dazu,to
einstellen,to adjust
entschuldigen,to apologize
verhaften,to arrest
versuchen,to attempt
sichern,to back up
baden,to bathe
anfangen,to begin
atmen,to breathe
bauen,to build
begraben,to bury
kaufen,to buy
sorgen,to care
fangen,to catch
feiern,to celebrate
ändern,to change
unterhalten,to chat
bestätigen,to confirm
kontaktieren,to contact
überzeugen,to convince
schneiden,to cut
tanzen,to dance
tauschen,To deceive
täuschen,To deceive
zerstören,to destroy
sterben,to die
diskutieren,to discuss
stören,to disturb
tun,to do
verdienen,to earn
leeren,to empty
begegnen,to encounter
betreten,to enter
erklären,to explain
versagen,to fail
fürchten,to fear
holen,to fetch
füllen,to fill
feuern,to fire
fliegen,to fly
zwingen,to force
vergessen,to forget
befreien,to free
bekommen,to get
besorgen,to get
kennenlernen,to get to know
aufgeben,to give up
greifen,to grab
grüßen,to greet
wachsen,to grow
übergeben,to hand over
hassen,to hate
haben,to have
ehren,to honor
hoffen,to hope
jagen,to hunt
ignorieren,to ignore
informieren,to inform
behalten,to keep
führen,to lead
fuhren,to lead
lassen,to let
heben,to lift
mögen,to like
zuhören,to listen
verlieren,to lose
treffen,to meet
anbieten,to offer
öffnen,to open
bestellen,to order
malen,to paint
pinkeln,to pee
telefonieren,to phone
planen,to plan
üben,to practice
vorbereiten,to prepare
drücken,to press
beschützen,to protect
beweisen,to prove
erreichen,to reach
bereuen,to regret
wiederholen,to repeat
berichten,to report
zurückkehren,to return
laufen,to run
opfern,to sacrifice
verkaufen,to sell
duschen,to shower
singen,to sing
sitzen,to sit
lösen,to solve
verhungern,to starve
treten,to step
stoppen,to stop
spazieren,to stroll
studieren,to study
leiden,To suffer
überraschen,to surprise
überleben,to survive
nehmen,to take
kümmern,To take care of
danken,to thank
zum,to the
denen,to those
reisen,to travel
behandeln,to treat
benutzen,to use
warnen,to warn
waschen,to wash
anzusehen,to watch
wünschen,to wish
dir,to you
euch,to you
heute,today
heut,today
heutigen,today
zusammen,together
miteinander,together
gemeinsam,together
toilette,Toilet
gesagt,told
sagtest,told
erzählte,told
vertragen,tolerate
morgen,tomorrow
zunge,tongue
allzu,too
zuviel,too much
genommen,took
nahm,took
mitgenommen,took
nahmen,took
zahn,tooth
spitze,top
dach,"top, roof"
summe,total
anfassen,touch
berühren,touch
berührt,touched
harten,tough
turm,tower
spielzeug,toy
spuren,traces
spur,track
verfolgt,tracked
handel,trade
verkehr,traffic
tragödie,tragedy
zug,train
bahn,train
trainiert,trained
trainer,Trainer
ausbildung,training
verräter,traitor
übertragen,transfer
verwandeln,transform
verwandelt,transformed
setz,translated
übersetzt,translated
übersetzung,translation
reise,travel
verrat,Treason
schatz,treasure
behandelt,treated
behandlung,treatment
baum,tree
bäume,trees
reingelegt,tricked
probiert,tried
versuchten,tried
versuchte,tried
versucht,tries
versuche,tries
ausgelöst,triggered
löst,triggers
tour,trip
truppen,troops
truppe,troops
ärger,trouble
schwierigkeiten,trouble
hose,trousers
wahr,true
kofferraum,trunk
vertrauen,trust
trauen,trust
vertraue,trust
vertrau,trust
traue,trust
vertraust,trust
wahrheit,truth
probieren,try
probier,try
versuchst,try
dienstag,Tuesday
dran,tuned
wenden,turn
umdrehen,turn around
ausmachen,turn off
ausschalten,turn off
gedreht,turned
fernseher,TV
zwölf,twelve
zweimal,twice
zwillinge,Twins
dreh,twist
zwei,two
typ,Type
typen,types
typisch,typical
hässlich,ugly
äh,um
ähm,um
onkel,uncle
bewusstlos,unconscious
ohnmächtig,unconscious
unter,under
durchgemacht,undergone
verstehe,understand
verstehen,understand
verstehst,understand
versteh,understand
begreifen,understand
verstand,understanding
verständnis,understanding
verstanden,Understood
versteht,understood
unterwäsche,underwear
leider,Unfortunately
unglücklich,unhappy
unwichtig,unimportant
einheit,unit
vereinigten,united
einheiten,units
universum,universe
uni,University
universität,university
unangenehm,unpleasant
ungewöhnlich,unusual
rauf,up
wahren,uphold
verärgert,upset
dringend,urgent
uns,us
usa,USA
nutzen,use
gebrauchen,use
verwenden,use
benutze,use
benutzt,used
gewöhnt,used
gewohnt,used
verwendet,used
eingesetzt,used
nützlich,useful
nutzlos,useless
nutzt,uses
übliche,usual
normalerweise,usually
gewöhnlich,usually
urlaub,vacation
ferien,vacation
tal,valley
wert,value
werte,values
klappen,Valves
vampir,vampire
verschiedene,various
vegas,Vegas
gemüse,vegetables
fahrzeug,vehicle
sehr,very
vielmals,very much
bestens,very well
stell,Vice
laster,vice
opfer,Victim
opfers,victim
sieg,victory
video,Video
blick,view
sicht,view
aussicht,view
angesehen,viewed
dorf,Village
verletzen,violate
verletzungen,violations
gewalt,violence
heftig,violently
jungfrau,Virgin
virginia,Virginia
besuch,visit
besuchen,visit
besucht,visited
besucher,visitors
wodka,vodka
stimme,voice
ton,volume
lauter,volume up
freiwillig,voluntary
lohn,wage
lhnen,wages sent
warte,wait
abwarten,wait
gewartet,waited
warten,waiting
wartet,waiting
wartest,waiting
aufwachen,wake up
wecken,wake up
spaziergang,walk
weggehen,walk away
wand,wall
mauer,Wall
brieftasche,wallet
wände,walls
wichser,wanker
will,want
willst,want
wollen,want
wollt,want
möchtest,want
wollte,wanted
wolltest,wanted
gewollt,wanted
wolltet,wanted
wollten,wanted to
krieg,war
lager,warehouse
herzlichen,warm
herzlich,warmly
gewarnt,warned
warnung,warning
warne,warning
krieger,warrior
kriege,wars
war,was
ließ,was
lag,was
hieß,was called
stand,was standing
wartete,was waiting
washington,Washington
wurdest,wast
verschwenden,waste
schauen,watch
wachen,watch
zusehen,watch
aufpassen,watch out
aufgepasst,watch out
fernsehen,watch TV
wasser,water
ausweg,way out
wege,ways
wir,we
schwach,weak
schwäche,weakness
schätze,wealth
waffe,weapon
waffen,weapons
trägst,wear
trägt,wearing
wetter,Weather
hochzeit,wedding
mittwoch,Wednesday
woche,week
wochenende,weekend
wochen,weeks
weint,weeps
gewicht,Weight
willkommen,welcome
begrüßen,welcome
gut,Well
wohl,well
naja,well
brav,well-behaved
ging,went
gegangen,went
gingen,went
ausgegangen,went out
waren,were
warst,were
wurden,were
westen,west
nass,wet
was,What
welch,what
schade,what a shame
wozu,what for
rad,wheel
als,when
wann,when
wo,Where
wohin,where
welchem,wherein
worauf,whereupon
welche,Which
welches,which
welchen,which
wonach,which
welcher,which one
während,while
weile,while
whisky,whiskey
flüstert,whispers
pfeift,whistles
weiß,White
weiss,White
weißen,white
weiße,white
weißer,white
wer,who
ganze,whole
ganzes,whole
wen,whom
wem,whom
hure,whore
dessen,whose
wessen,whose
warum,Why
weshalb,why
weswegen,why
witwe,widow
ehefrau,wife
wilde,wild
wilden,wild
werden,will
werde,will
wirst,will
werdet,will
wille,will
wilson,Wilson
gewinnen,win
gewinne,win
fenster,window
wein,Wine
flügel,wing
gewinner,winner
sieger,winner
gewinnt,winning
funk,Wireless
weise,wise
wünschte,wish
wunsch,wish
wünscht,wishes
wünsche,Wishes
hexe,witch
hexen,witches
mit,With
gerne,with pleasure
innerhalb,within
ohne,without
zeuge,witness
zauberer,wizard
aufgewacht,woke up
weib,woman
frauen,women
gewonnen,won
wunder,wonder
wunderbar,wonderful
wundervoll,wonderful
wunderbare,wonderful
holz,Wood
wolle,wool
wort,word
wörter,words
trug,wore
arbeiten,work
arbeitest,work
trainieren,work out
zusammenarbeiten,work together
gearbeitet,worked
arbeitete,worked
arbeiter,worker
arbeite,working
funktioniert,works
werkstatt,Workshop
welt,world
welten,worlds
beunruhigt,worried
sorge,worry
schlimmer,worse
schlechter,worse
schlimmeres,worse
schlimmste,worst
schlimmsten,worst
lohnt,worth
würde,would
wäre,would
würden,would
würdest,would
wären,would
wär,would
gäbe,would
würdet,would
würd,would
ginge,would
ware,would
käme,would
müssten,would
hatte,would have
hätte,would have
hättet,would have
müsstest,would have
möchten,would like
möchte,would like to
mochte,would like to
wunde,wound
wow,Wow
schreiben,write
schreibe,write
schreib,write
schreibst,write
schreibt,writes
schreibtisch,writing desk
geschrieben,written
unrecht,wrong
geirrt,wrong
schrieb,wrote
jahr,year
jahres,year
jahre,years
jahren,years
brüllt,yells
ja,Yes
jawohl,Yes
gestern,yesterday
noch,yet
dennoch,yet
ergeben,yield
york,York
du,you
dich,you
man,you
gehts,you go
hattet,you had
bitte,You're welcome
jung,young
fräulein,young lady
junger,younger
jünger,younger
ihre,your
dein,your
deinen,your
deinem,your
eure,your
euer,your
euren,your
eurem,your
deine,yours
deiner,yours
deines,yours
deins,yours
eures,yours
eurer,yours
sich,yourself
jugend,youth
zone,Zone
